link,Nome,Pontuação,Avaliações,somelier,tipo,origem,Vinícola,Teor Alcoólico,Amadurecimento,Safra,Classificação,Visual,Olfativo,Gustativo,Temperatura de serviço,Potencial de guarda,Harmonização
https://wine.com.br/vinhos/miolo-late-harvest-2012-500-ml/prod23022.html,Miolo Late Harvest 2012 500 ml,,,"Este é o primeiro vinho licoroso da vinícola brasileira Miolo. Elaborado com uvas de colheita tardia, amadurecidas por 60 meses em barricas de carvalho francês, esse exemplar é intenso e complexo. O perfeito equilíbrio entre doçura e acidez, o sabor persistente e os aromas exuberantes são os destaques desse lançamento.",Licoroso,Brasil-Campanha Gaúcha,Miolo,15.50% ABV,60 meses em barricas de carvalho francês.,2012,Suave/Doce,Amarelo dourado,"Pêssego em calda, amêndoas, floral, mel, baunilha, caramelo","Intenso, complexo, doce, boa acidez, final longo",8 °C,10 anos,"Tiramisu, pudim de doce de leite, sorvete de creme, crème brulée, pastel de natas, queijos azuis como gorgonzola e roquefort."
https://wine.com.br/vinhos/casa-valduga-terroir-merlot-2015/prod23028.html,Casa Valduga Terroir Merlot 2015,,,"Produzido no Vale dos Vinhedos, primeira região com Denominação de Origem do Brasil, este tinto é elaborado com uvas de vinhedos com produção limitada, cultivados em um terroir considerado excelente para a uva Merlot.",Tinto,Brasil-Vale dos Vinhedos,Casa Valduga,12.50% ABV,8 meses em barricas de carvalho francês,2015,Seco,Rubi,"Amora, ameixa, cacau, baunilha","Médio corpo, taninos macios, boa acidez, notas do amadurecimento em carvalho",15 °C,6 anos,"Picanha invertida ao forno, risoto de cogumelos, batata recheada com queijo e bacon, tagliatelle com ragu de costela, maminha na brasa, queijos maduros."
https://wine.com.br/vinhos/quinta-de-bons-ventos-tinto-2017/prod23013.html,Quinta de Bons-Ventos Tinto 2017,,,"Tinto português, de Lisboa, muito agradável e fácil de gostar. Faz parte de uma linha bastante premiada, a Bons Ventos. A safra 2017 ganhou duplo ouro no China Wine & Spirit Awards 2018, ouro no Berliner Wein Trophy 2018 e mais uma medalha de ouro no Concours Mondial de Bruxelles 2018.",Tinto,Portugal-Lisboa,Casa Santos Lima,13.00% ABV,3 a 4 meses de amadurecimento parcial em meias-pipas de carvalho.,2017,Meio Seco/Demi-Sec,Rubi,"Frutas negras maduras, frutas vermelhas maduras, nuance defumada","Médio corpo, taninos macios, boa acidez, frutado, notas do amadurecimento",15 °C,5 anos,"Estrogonofe de carne, filezinho acebolado, risoto de funghi, tomates recheados com carne, queijos semi-duros, leitão ao forno. "
https://wine.com.br/vinhos/santa-helena-reservado-cabernet-sauvignon-2018/prod23003.html,Santa Helena Reservado Cabernet Sauvignon 2018,,,"Esse tinto jovem agrada com facilidade e se mostra versátil para harmonizar. É a linha de entrada da Viña Santa Helena, uma vinícola famosa e admirada entre os brasileiros.",Tinto,,Santa Helena,12.50% ABV,Não passa por amadurecimento.,2018,Meio Seco/Demi-Sec,Rubi com reflexos violáceos,"Frutas vermelhas, herbáceo","Leve, taninos macios, boa acidez, frutado",15 °C,3 anos,"Arroz carreteiro, churrasco, nhoque ao sugo, filé à parmegiana, iscas de filé acebolado, queijos como minas padrão."
https://wine.com.br/vinhos/casal-garcia-d-o-c-douro-tinto-2017/prod23009.html,Casal Garcia D.O.C. Douro Tinto 2017,,,"Produzido com uvas tintas muito cultivadas na região do Douro, esse exemplar tem um estilo frutado e fácil de beber. Casal Garcia é uma das marcas de vinhos mais conhecidas de Portugal, iniciou sua história em 1939, somando 80 anos de experiência.",Tinto,Portugal-Douro,Aveleda,13.50% ABV,Em tanques de aço inox.,2017,Seco,Rubi,"Frutas vermelhas, frutas negras, floral","Frutado, corpo de leve para médio, taninos macios, acidez agradável",15 °C,5 anos,"Talharim ao sugo, escondidinho de carne seca, quiche de queijo com bacon, bife à milanesa, arroz de forno, lasanha de berinjela com queijo. "
https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-chardonnay-2018/prod23020.html,Ropiteau Frères Les Plants Nobles Chardonnay 2018,4.5,13,"Esse rótulo adquiriu algumas características que são provenientes da madeira devido ao processo de vinificação. O enólogo optou por utilizar diferentes recipientes, entre eles, as tradicionais barricas de carvalho. Essa técnica foi executada de forma minimalista, para não perder o perfil natural da uva Chardonnay.",Branco,França-Languedoc-Roussillon,Ropiteau Frères,12.00% ABV,Em tanques de aço inox.,2018,Seco,Amarelo claro,"Abacaxi, pera, pêssego, leve amadeirado, baunilha","Leve, acidez agradável, traço amadeirado",8 °C,3 anos,"Espaguete com manteiga de ervas, quiche lorraine, moqueca de legumes, salada de bacalhau, arroz de camarão, crepe de frango com queijo."
https://wine.com.br/vinhos/espumante-miolo-millesime-rose-brut-2017/prod23019.html,Espumante Miolo Millésime Rosé Brut 2017,,,"Lançamento da Miolo, veio para formar uma dupla à altura do conhecido Millésime Brut Branco. Já no lançamento recebeu pontuação do Guia Descorchados, alcançou 91 merecidos pontos. Um belo exemplar que confirma a qualidade do terroir do Vale dos Vinhedos para a produção de espumantes.",Espumante,Brasil-Vale dos Vinhedos,Miolo,12.50% ABV,"18 meses sobre as borras finas, em garrafas.",2017,Brut,Rosa claro,"Frutas vermelhas, jabuticaba, brioche","Médio corpo, cremoso, boa acidez",7 °C,3 anos,"Salmão grelhado, saladas verdes, carpaccio de carne, camarão empanado, sushis, mix de queijos."
https://wine.com.br/vinhos/periquita-tinto-2017/prod23006.html,Periquita Tinto 2017,,,"O vinho Periquita é conhecido como o primeiro vinho tinto engarrafado em Portugal. Essa inovação traduz a sua originalidade e, o reflexo da Portugalidade surge da sua presença na mesa dos portugueses – de todos nós – desde 1850. À nossa, ao estilo de vida Português!",Tinto,Portugal-Península de Setúbal,José Maria da Fonseca,13.00% ABV,6 meses em carvalho francês e americano (madeira nova),2017,Meio Seco/Demi-Sec,Rubi,"Amoras maduras, eucalipto, mirtilos, pimenta preta, café e baunilha","Frutado, macio, taninos presentes mas suaves",14 °C,7 anos,"Carne vermelha, filé grelhado com molho de ervas, varré de cordeiro, queijos com sabor intenso como provolone, parmesão, edam, cogumelo portobello recheado."
https://wine.com.br/vinhos/papa-acorda-colheita-tinto-2018/prod22988.html,Papa Açorda Colheita Tinto 2018,4.0,6,"Vinificação durante 10 dias em tanques de aço inox com temperatura controlada, após desengace total. Apresenta cor rubi brilhando em taça, e aromas envolventes de frutas vermelhas.
No paladar o equilíbrio entre o álcool e a acidez o deixa ainda mais intrigante.",Tinto,Portugal-Alentejo,Parras Wine,13.50% ABV,,2018,Meio Seco/Demi-Sec,Rubi,Frutas vermelhas maduras,"Frutado, taninos suaves",15 °C,5 anos,"Pernil suíno, costela assada, penne à carbonara, pizza de bacon, nhoque à bolonhesa, filé à parmegiana,"
https://wine.com.br/vinhos/urmeneta-sauvignon-blanc-2019/prod22995.html,Urmeneta Sauvignon Blanc 2019,4.0,11,"Indicado para ser apreciado sozinho ou harmonizado com receitas do cotidiano, esse vinho possui um estilo que agrada com facilidade. Produzido no Chile, esse rótulo traz a Sauvignon Blanc, uma variedade de origem francesa cultivada em diversas regiões do mundo.",Branco,,Urmeneta,12.00% ABV,Em tanques de aço inox,2019,Seco,Amarelo claro,"Frutas amarelas frescas, cítricas","Leve, frutado, refrescante",8 °C,3 anos,"Ravióli de ricota e nozes, risole de queijo, bolinho de arroz, espetinho de camarão, torta salgada, quiche de queijo."
https://wine.com.br/vinhos/chateau-souverain-sauvignon-blanc-2018/prod23017.html,Chateau Souverain Sauvignon Blanc 2018,4.0,34,"Um Sauvignon Blanc definido pela sua refrescância no paladar, promete ser um californiano marcante que vem de uma Vinícola que fez história ao defender os vinhos da Napa Valley.
O nome Château Souverain foi sugestão da filha do fundador Lee Stewart, como uma brincadeira com a palavra “sovereign”, que significa soberano.",Branco,Estados Unidos-Califórnia,Château Souverain,13.30% ABV,Em tanques de aço inox.,2018,Seco,Amarelo-claro,"Frutas cítricas, melão e um toque herbáceo","Boa acidez, refrescante, vivo",8 °C,3 anos,"salada refrescante de folhas verdes, tilápia com molho de limão, camarão, crepe de palmito, risoto de alho poró, bruschetta de muçarela de búfala com tomate cereja.
"
https://wine.com.br/vinhos/trapiche-vineyards-chardonnay-2018/prod23012.html,Trapiche Vineyards Chardonnay 2018,,,"Esse Chardonnay argentino que passa brevemente por barricas de carvalho, foi elaborado pela Trapiche, vinícola reconhecida nos anos de 2014, 2015, 2017 e 2018 entre as 50 marcas mais admiradas pela Drinks International.",Branco,Argentina-Mendoza,Trapiche,13.00% ABV,Breve passagem por barricas de carvalho.,2018,Meio Seco/Demi-Sec,Amarelo-claro,"Abacaxi, maçã","Frutado, leve, boa acidez",7 °C,3 anos,"Empanada de queijo, tilápia ao forno, salada grega com sardinha, espaguete de abobrinha com molho branco, tapioca caprese, grão-de-bico com pão sírio."
https://wine.com.br/vinhos/periquita-branco-2017/prod23007.html,Periquita Branco 2017,5.0,1,"Com um estilo jovem e frutado, este vinho integra uma das linhas de vinhos mais famosas de Portugal. Elaborado com quatro diferentes variedades, esse exemplar destaca as características naturais das uvas. A Verdelho traz intensidade aromática, a Viognier delicada estrutura, a Viosinho o frescor, e a Sauvignon Blanc o toque herbáceo.",Branco,Portugal-Península de Setúbal,José Maria da Fonseca,13.00% ABV,Não passa por amadurecimento.,2017,Seco,Amarelo-claro,"Frutas brancas e amarelas frescas, herbáceo","Frutado, leve, fresco",10 °C,4 anos,"Bolinho de bacalhau, gratinado de atum com batatas, camarão empanado, risoto de frango, tomates recheados, espaguete de abobrinha ao sugo. "
https://wine.com.br/vinhos/trapiche-vineyards-malbec-2018/prod23011.html,Trapiche Vineyards Malbec 2018,,,"Os vinhedos da Trapiche estão localizados aos pés da Cordilheira dos Andes, onde a radiação solar é intensa e, por isso, produz uvas bastante maduras, com ótima concentração de cor e compostos aromáticos. Esse exemplar estagia por um breve período em barricas de carvalho para garantir a expressão da fruta na taça.",Tinto,Argentina-Mendoza,Trapiche,13.00% ABV,Breve estágio em barricas de carvalho.,2018,Meio Seco/Demi-Sec,Rubi,"Frutas vermelhas, especiarias, floral","Corpo de leve para médio, taninos macios, acidez agradável, frutado",15 °C,4 anos,"Músculo cozido com aipim, churrasco, massa aos quatro queijos, empanadas, risoto de cogumelos, berinjela recheada."
https://wine.com.br/vinhos/miolo-cuvee-giuseppe-merlot-cabernet-sauvignon-2017/prod23021.html,Miolo Cuvée Giuseppe Merlot Cabernet Sauvignon 2017,,,"Este nobre e potente tinto, é produzido com uvas cultivadas na Denominação de Origem Vale dos Vinhedos, berço de alguns dos melhores vinhos brasileiros. Essas variedades são provenientes das melhores parcelas dos vinhedos próprios da vinícola Miolo.",Tinto,Brasil-Vale dos Vinhedos,Miolo,14.00% ABV,12 meses em barricas de carvalho francês.,2017,Seco,Rubi,"Frutas maduras, cacau, especiarias, amadeirado","Potente, taninos presentes, boa acidez, equilíbrio entre fruta e madeira",16 °C,7 anos,"Picanha na brasa, chuleta grelhada, cogumelos recheados, risoto de mignon, tagliatelle à carbonara, queijos duros. "
https://wine.com.br/vinhos/casa-valduga-naturelle-branco-suave-2019/prod23026.html,Casa Valduga Naturelle Branco Suave 2019,4.0,2,"A linha Naturelle, da vinícola brasileira Casa Valduga, expressa o perfeito equilíbrio entre a leveza e o paladar adocicado. Com um estilo fácil de beber, esse vinho mescla a Malvasia e a Moscato, duas uvas brancas muito aromáticas.",Branco,Brasil-Vale dos Vinhedos,Casa Valduga,10.00% ABV,Em tanques de aço inox.,2019,Suave/Doce,Amarelo-palha,"Frutas brancas e amarelas, floral, cítrico","Frutado, leve, fresco, adocicado",8 °C,3 anos,"Camarão empanado com molho agridoce, queijos azuis, salada de frutas, sanduíche de frango teriyaki, asinha de frango picante, queijo com geleia de pimenta."
https://wine.com.br/vinhos/san-ceteo-sangiovese-2018/prod22998.html,San Ceteo Sangiovese 2018,3.5,3,"Ao longo dos anos e gerações, nunca faltou paixão e determinação. Ettore reuniu a experiência do passado e continuou os negócios da família com forte dedicação. Embora sempre atento ao respeito pela tradição, enfatizou a inovação tecnológica, obtendo melhorias tanto na coleta de uvas quanto na produção de vinho .",Tinto,Itália-terre di chieti,Ettore Galasso,12.50% ABV,Em tanques de aço inox.,2018,Seco,Rubi com reflexos violáceos,"Frutas vermelhas, morango, cereja ","Harmônico, boa acidez, final persistente",16 °C,5 anos,"Espaguete à bolonhesa, ravióli com parmesão, risoto de legumes, ratatouille, carnes vermelhas leves."
https://wine.com.br/vinhos/papa-acorda-colheita-branco-2018/prod22989.html,Papa Açorda Colheita Branco 2018,3.0,1,"Vinificado com ligeira maceração à frio e fermentação à 16°C. Vinho de cor amarelo vibrante e aromas que conquistam. Exemplar fácil de beber, fresco e saboroso.",Branco,Portugal-Alentejo,Parras Wine,12.50% ABV,,2018,Seco,Amarelo-claro,"Frutas de caroço, pêssego, ameixa e um toque de mineralidade","Acidez equilibrada, fresco, jovem",9 °C,3 anos,"Pizza caprese de tapioca, caldo verde, salgadinho frito, mix de queijos frescos, ceviche, camarão empanado."
https://wine.com.br/vinhos/quinta-de-bons-ventos-rose-2018/prod23014.html,Quinta de Bons-Ventos Rosé 2018,,,"Um blend entre a conhecida Cabernet Sauvignon e a pouco conhecida Camarate deu vida a esse rosé da região de Lisboa. Frutado, vivo e com boa acidez, esse exemplar faz parte da premiada linha Bons Ventos e já recebeu medalha de prata no Berliner Wein Trophy 2019 (winter tasting).",Rosé,Portugal-Lisboa,Casa Santos Lima,9.50% ABV,Não passa por amadurecimento.,2018,Meio Seco/Demi-Sec,Rosa claro,Frutas vermelhas frescas,"Leve, frutado, boa acidez, final agradável",8 °C,3 anos,"Salada de folhas verdes com tomate-seco, espetinho de camarão, wrap marguerita, canapés leves, galeto assado, queijos frescos."
https://wine.com.br/vinhos/espumante-casa-valduga-130-rose-brut/prod23029.html,Espumante Casa Valduga 130 Rosé Brut,,,,,Brasil-Vale dos Vinhedos,Casa Valduga,11.50% ABV,,,,Salmão claro,,,7 °C,4 anos,
https://wine.com.br/vinhos/lidio-carraro-dadivas-pinot-noir-2017/prod23032.html,Lidio Carraro Dádivas Pinot Noir 2017,,,"A Lidio Carraro é uma vinícola-boutique, localizada no Vale dos Vinhedos, que preza pelo purismo. Por isso, não estagia nenhum vinho em barricas de carvalho para expressar o máximo potencial do terroir gaúcho.",Tinto,Brasil-Encruzilhada do Sul ,Lidio Carraro,12.50% ABV,Em tanques de aço inox e garrafa.,2017,Seco,Rubi,"Frutas vermelhas, especiarias, especiarias","Corpo de leve para médio, boa acidez, frutado, taninos macios",15 °C,4 anos,"Risoto de quatro queijos, pizzas variadas, talharim á bolonhesa, salmão defumado, galeto recheado, buschetta tradicional."
https://wine.com.br/vinhos/quinta-de-bons-ventos-branco-2018/prod23015.html,Quinta de Bons-Ventos Branco 2018,,,"Bons Ventos é uma linha de vinhos da Casa Santos Lima que produz várias marcas. O foco da produção é garantir a qualidade desde os vinhos de entrada até os tops de linha. Esse exemplar branco é ideal para dias quentes, típicos do nosso país e fica ainda mais gostoso quando harmonizado com comidas leves.",Branco,Portugal-Lisboa,Casa Santos Lima,12.50% ABV,Não passa por amadurecimento.,2018,Seco,Amarelo-palha,"Frutas tropicais, frutas cítricas, nuances florais","Leve, boa intensidade, frutado, acidez presente",8 °C,3 anos,"Mariscos cozidos, salada de bacalhau, bolinho de arroz, arroz com mini-camarões, salada caesar, batata frita."
https://wine.com.br/vinhos/san-ceteo-traviata/prod23000.html,San Ceteo Traviata,4.0,4,"Ao longo dos anos e gerações, nunca faltou paixão e determinação. Ettore reuniu a experiência do passado e continuou os negócios da família com forte dedicação. Embora sempre atento ao respeito pela tradição, enfatizou a inovação tecnológica, obtendo melhorias tanto na coleta de uvas quanto na produção de vinho .",Branco,Itália-Abruzzo,Ettore Galasso,11.00% ABV,Em tanques de aço inox.,,Seco,Amarelo-claro,"Frutas cítricas, limão e flores amarelas","Equilibrado, boa acidez, saboroso",8 °C,3 anos,"Como aperitivo, frango grelhados, aves, peixes, saladas, quiches, em geral pratos leves."
